comment,tokenized_comment,comment_without_stopword,stopword,translated_tokenized_comment,translated_comment_without_stopword,translated_stopword,pos_tagged_tokenized_comment,pos_tagged_comment_without_stopword,pos_tagged_stopword
ভালো লাগে আপনার গান,"['ভালো', 'লাগে', 'আপনার', 'গান']","['ভালো', 'লাগে', 'আপনার', 'গান']",[],"['Good', 'Take', 'Yours', 'Song']","['Good', 'Take', 'Yours', 'Song']",[],"['JJ', 'NNP', 'NN', 'NN']","['JJ', 'NNP', 'NN', 'NN']",[]
বেশ সুন্দর,"['বেশ', 'সুন্দর']",[],"['বেশ', 'সুন্দর']","['Quarrel', 'Beautiful']",[],"['Quarrel', 'Beautiful']","['NNP', 'NNP']",[],"['NNP', 'NNP']"
ইনশাআল্লাহ হুজুর অপেক্ষায় আছি,"['ইনশাআল্লাহ', 'হুজুর', 'অপেক্ষায়', 'আছি']","['ইনশাআল্লাহ', 'হুজুর', 'অপেক্ষায়', 'আছি']",[],"['Insha Allah', 'Guru', 'Waiting', 'There']","['Insha Allah', 'Guru', 'Waiting', 'There']",[],"['NNP', 'NNP', 'NNP', 'EX']","['NNP', 'NNP', 'NNP', 'EX']",[]
আর এখন অলটাইম বিশ্বসেরা অলরাউন্ডার ।,"['আর', 'এখন', 'অলটাইম', 'বিশ্বসেরা', 'অলরাউন্ডার']","['অলটাইম', 'বিশ্বসেরা', 'অলরাউন্ডার']","['আর', 'এখন']","['More', 'Now', 'All -time', 'Trustee', 'All -rounder']","['All -time', 'Trustee', 'All -rounder']","['More', 'Now']","['RBR', 'RB', 'NNP', 'NNP', 'NNP']","['JJ', 'NNP', 'NN']","['RBR', 'RB']"
সাকিব থাকলে ভালো হতো,"['সাকিব', 'থাকলে', 'ভালো', 'হতো']","['সাকিব', 'থাকলে', 'হতো']",['ভালো'],"['Shakib', 'If', 'Good', 'Were']","['Shakib', 'If', 'Were']",['Good'],"['NNP', 'IN', 'NNP', 'NNP']","['NN', 'IN', 'NNP']",['JJ']
হেতেরে দেহার পর মনটা কইতাছি এমন করি। ,"['হেতেরে', 'দেহার', 'পর', 'মনটা', 'কইতাছি', 'এমন', 'করি']","['হেতেরে', 'দেহার', 'পর', 'মনটা', 'কইতাছি', 'এমন', 'করি']",[],"['Out', 'Dehar', 'After', 'Mind', 'Where', 'Such', 'Doer']","['Out', 'Dehar', 'After', 'Mind', 'Where', 'Such', 'Doer']",[],"['IN', 'NNP', 'IN', 'NNP', 'NNP', 'JJ', 'NNP']","['IN', 'NNP', 'IN', 'NNP', 'NNP', 'JJ', 'NNP']",[]
হেবি্ব লাগছে!!!,"['হেবি্ব', 'লাগছে']","['হেবি্ব', 'লাগছে']",[],"['Hebb', 'Look']","['Hebb', 'Look']",[],"['NNP', 'NNP']","['NNP', 'NNP']",[]
আপনাকে ভাদ্র মাসের শুভেচ্ছা ,"['আপনাকে', 'ভাদ্র', 'মাসের', 'শুভেচ্ছা']","['আপনাকে', 'ভাদ্র', 'মাসের', 'শুভেচ্ছা']",[],"['You', 'Wolf', 'Month', 'Greeting']","['You', 'Wolf', 'Month', 'Greeting']",[],"['PRP', 'VBP', 'JJ', 'VBG']","['PRP', 'VBP', 'JJ', 'VBG']",[]
অবশেষে শয়তান বোরকার তলে!,"['অবশেষে', 'শয়তান', 'বোরকার', 'তলে']","['অবশেষে', 'শয়তান', 'বোরকার', 'তলে']",[],"['Finally', 'Devil', 'Borker', 'Underneath']","['Finally', 'Devil', 'Borker', 'Underneath']",[],"['RB', 'NNP', 'NNP', 'NNP']","['RB', 'NNP', 'NNP', 'NNP']",[]
কক্সবাজার,['কক্সবাজার'],['কক্সবাজার'],[],"[""Cox's Bazar""]","[""Cox's Bazar""]",[],['NN'],['NN'],[]
বলার কিছ নাই আমার,"['বলার', 'কিছ', 'নাই', 'আমার']","['বলার', 'কিছ', 'নাই']",['আমার'],"['Say', 'Something', 'No', 'Me']","['Say', 'Something', 'No']",['Me'],"['NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP']",['NN']
আদিত্য রুদ্র        4    ! ,"['আদিত্য', 'রুদ্র']","['আদিত্য', 'রুদ্র']",[],"['Aditya', 'Rudra']","['Aditya', 'Rudra']",[],"['NNP', 'NNP']","['NNP', 'NNP']",[]
আগেই বলেছিলাম এইটার মাথায় কথায় সমস্যা আছে।।।,"['আগেই', 'বলেছিলাম', 'এইটার', 'মাথায়', 'কথায়', 'সমস্যা', 'আছে']","['বলেছিলাম', 'এইটার', 'মাথায়', 'কথায়', 'সমস্যা', 'আছে']",['আগেই'],"['Before', 'Said', 'This', 'On the head', 'In words', 'Problem', 'There is']","['Said', 'This', 'On the head', 'In words', 'Problem', 'There is']",['Before'],"['IN', 'NNP', 'DT', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'DT', 'NNP', 'NNP', 'NNP', 'NNP']",['IN']
ডরাইছে!!!,['ডরাইছে'],['ডরাইছে'],[],['Screaming'],['Screaming'],[],['VBG'],['VBG'],[]
বাঘের বাচ্চা হিরো আলম,"['বাঘের', 'বাচ্চা', 'হিরো', 'আলম']","['বাঘের', 'বাচ্চা', 'হিরো', 'আলম']",[],"['Tiger', 'Baby', 'Hero', 'Elasticity']","['Tiger', 'Baby', 'Hero', 'Elasticity']",[],"['NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP']",[]
আর কোন নিউজ নেই।,"['আর', 'কোন', 'নিউজ', 'নেই']","['নিউজ', 'নেই']","['আর', 'কোন']","['More', 'Any', 'News', 'No']","['News', 'No']","['More', 'Any']","['RBR', 'DT', 'NNP', 'NNP']","['NNP', 'NNP']","['RBR', 'DT']"
গল্পটার শেষ অন্যভাবে হলে ভালো হত। ,"['গল্পটার', 'শেষ', 'অন্যভাবে', 'হলে', 'ভালো', 'হত']","['গল্পটার', 'শেষ', 'অন্যভাবে', 'হলে', 'ভালো', 'হত']",[],"['Storyteller', 'End', 'Otherwise', 'In', 'Good', 'Wounded']","['Storyteller', 'End', 'Otherwise', 'In', 'Good', 'Wounded']",[],"['NNP', 'NNP', 'NNP', 'IN', 'NNP', 'VBD']","['NNP', 'NNP', 'NNP', 'IN', 'NNP', 'VBD']",[]
মরহুমার রুহের মাগফিরাত কামনা করছি,"['মরহুমার', 'রুহের', 'মাগফিরাত', 'কামনা', 'করছি']","['মরহুমার', 'রুহের', 'মাগফিরাত', 'কামনা', 'করছি']",[],"['Mate', 'Soul', 'Forgiveness', 'Desire', 'Doing']","['Mate', 'Soul', 'Forgiveness', 'Desire', 'Doing']",[],"['NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP']",[]
আল্লাহ উনাকে বেহেস্ত নাসিম করেন আমিন,"['আল্লাহ', 'উনাকে', 'বেহেস্ত', 'নাসিম', 'করেন', 'আমিন']","['আল্লাহ', 'উনাকে', 'বেহেস্ত', 'নাসিম', 'করেন', 'আমিন']",[],"['Allah', 'There', 'Heaven', 'Nasim', 'Do', 'Amin']","['Allah', 'There', 'Heaven', 'Nasim', 'Do', 'Amin']",[],"['NNP', 'EX', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'EX', 'NNP', 'NNP', 'NNP', 'NNP']",[]
মাশাল্লাহ।!!!!,['মাশাল্লাহ'],['মাশাল্লাহ'],[],['Mashal'],['Mashal'],[],['NN'],['NN'],[]
বাংলা থেকে একে বিতারিত করা হওক,"['বাংলা', 'থেকে', 'একে', 'বিতারিত', 'করা', 'হওক']","['বাংলা', 'থেকে', 'বিতারিত', 'করা', 'হওক']",['একে'],"['Bengali', 'From', 'One', 'Dispersed', 'Do', 'Be']","['Bengali', 'From', 'Dispersed', 'Do', 'Be']",['One'],"['NN', 'IN', 'CD', 'VBN', 'VBP', 'VB']","['NNP', 'NNP', 'VBD', 'NNP', 'VB']",['CD']
তোমার মুখ বন্ধ হয় না,"['তোমার', 'মুখ', 'বন্ধ', 'হয়', 'না']","['মুখ', 'বন্ধ', 'হয়', 'না']",['তোমার'],"['Your', 'Face', 'Closed', 'Is', 'Not']","['Face', 'Closed', 'Is', 'Not']",['Your'],"['PRP$', 'NN', 'VBD', 'VBZ', 'RB']","['NN', 'VBD', 'VBZ', 'RB']",['PRP$']
ইনশাআল্লাহ অপেক্ষায় থাকবো।,"['ইনশাআল্লাহ', 'অপেক্ষায়', 'থাকবো']","['ইনশাআল্লাহ', 'অপেক্ষায়', 'থাকবো']",[],"['Insha Allah', 'Waiting', 'Stay']","['Insha Allah', 'Waiting', 'Stay']",[],"['NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP']",[]
সহমত আপা,"['সহমত', 'আপা']","['সহমত', 'আপা']",[],"['Agree', 'Apa']","['Agree', 'Apa']",[],"['NNP', 'NNP']","['NNP', 'NNP']",[]
আল্লাহ আপনাকে হেদেয়াত দান করুনআমিন,"['আল্লাহ', 'আপনাকে', 'হেদেয়াত', 'দান', 'করুনআমিন']","['আল্লাহ', 'আপনাকে', 'হেদেয়াত', 'দান', 'করুনআমিন']",[],"['Allah', 'You', 'Guidance', 'Donation', 'Amin']","['Allah', 'You', 'Guidance', 'Donation', 'Amin']",[],"['NNP', 'PRP', 'NNP', 'NNP', 'NNP']","['NNP', 'PRP', 'NNP', 'NNP', 'NNP']",[]
সময়োপযোগী দারুণ লেখা। জাযাকাল্লাহ,"['সময়োপযোগী', 'দারুণ', 'লেখা', 'জাযাকাল্লাহ']","['সময়োপযোগী', 'লেখা', 'জাযাকাল্লাহ']",['দারুণ'],"['Timely', 'Good', 'Write', 'Jazakallah']","['Timely', 'Write', 'Jazakallah']",['Good'],"['RB', 'JJ', 'NNP', 'NNP']","['RB', 'NNP', 'NNP']",['JJ']
তাকে বর্জন করুন,"['তাকে', 'বর্জন', 'করুন']","['তাকে', 'বর্জন', 'করুন']",[],"['Her', 'Elimination', 'Do']","['Her', 'Elimination', 'Do']",[],"['PRP$', 'NN', 'VB']","['PRP$', 'NN', 'VB']",[]
ও হুজুর,"['ও', 'হুজুর']","['ও', 'হুজুর']",[],"['O', 'Guru']","['O', 'Guru']",[],"['NNP', 'NNP']","['NNP', 'NNP']",[]
বাপ কা বেটি!!!!,"['বাপ', 'কা', 'বেটি']","['বাপ', 'কা', 'বেটি']",[],"['Father', 'E', 'Bite']","['Father', 'E', 'Bite']",[],"['NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP']",[]
সুন্দর সাহসী। ,"['সুন্দর', 'সাহসী']",['সাহসী'],['সুন্দর'],"['Beautiful', 'Brave']",['Brave'],['Beautiful'],"['NNP', 'NNP']",['VB'],['JJ']
ভালো লাগে তোকে অনেক,"['ভালো', 'লাগে', 'তোকে', 'অনেক']","['ভালো', 'লাগে', 'তোকে']",['অনেক'],"['Good', 'Take', 'You', 'Many']","['Good', 'Take', 'You']",['Many'],"['JJ', 'NNP', 'PRP', 'VBP']","['JJ', 'NNP', 'PRP']",['JJ']
ভালবাসা ভাই।,"['ভালবাসা', 'ভাই']","['ভালবাসা', 'ভাই']",[],"['Love', 'Brother']","['Love', 'Brother']",[],"['VB', 'NN']","['VB', 'NN']",[]
তার যেটা  দরকার সে সেটা পেয়ে গেছে।,"['তার', 'যেটা', 'দরকার', 'সে', 'সেটা', 'পেয়ে', 'গেছে']","['তার', 'যেটা', 'দরকার', 'পেয়ে', 'গেছে']","['সে', 'সেটা']","['Herself', 'That', 'Need', 'He', 'That', 'Receiving', 'Gone']","['Herself', 'That', 'Need', 'Receiving', 'Gone']","['He', 'That']","['PRP', 'DT', 'VBP', 'PRP', 'IN', 'VBG', 'NN']","['PRP', 'DT', 'VBP', 'VBG', 'NN']","['PRP', 'DT']"
এইডা ও একটা নিউজ,"['এইডা', 'ও', 'একটা', 'নিউজ']","['এইডা', 'ও', 'একটা', 'নিউজ']",[],"['Aida', 'O', 'One', 'News']","['Aida', 'O', 'One', 'News']",[],"['NNP', 'NNP', 'CD', 'NNP']","['NNP', 'NNP', 'CD', 'NNP']",[]
অপেক্ষায় রইলাম তোমায় দেখবার,"['অপেক্ষায়', 'রইলাম', 'তোমায়', 'দেখবার']","['অপেক্ষায়', 'রইলাম', 'তোমায়', 'দেখবার']",[],"['Waiting', 'Linen', 'You', 'See']","['Waiting', 'Linen', 'You', 'See']",[],"['VBG', 'NNP', 'PRP', 'VBP']","['VBG', 'NNP', 'PRP', 'VBP']",[]
শুটকি,['শুটকি'],['শুটকি'],[],['Scrub'],['Scrub'],[],['NN'],['NN'],[]
আচ্ছা। ধন্যবাদ।,"['আচ্ছা', 'ধন্যবাদ']","['আচ্ছা', 'ধন্যবাদ']",[],"['Well', 'Thank you']","['Well', 'Thank you']",[],"['RB', 'NNP']","['RB', 'NNP']",[]
এতো হা হা কেন,"['এতো', 'হা', 'হা', 'কেন']","['এতো', 'হা', 'হা']",['কেন'],"['So', 'Hai', 'Hai', 'Why']","['So', 'Hai', 'Hai']",['Why'],"['RB', 'NNP', 'NNP', 'WRB']","['RB', 'NNP', 'NNP']",['WRB']
মানুষ বাঁচলে বাঁচবে দেশ।,"['মানুষ', 'বাঁচলে', 'বাঁচবে', 'দেশ']","['মানুষ', 'বাঁচলে', 'বাঁচবে', 'দেশ']",[],"['Man', 'Alive', 'Live', 'Country']","['Man', 'Alive', 'Live', 'Country']",[],"['NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP']",[]
ভালোবাসা অবিরাম ,"['ভালোবাসা', 'অবিরাম']","['ভালোবাসা', 'অবিরাম']",[],"['Love', 'Endless']","['Love', 'Endless']",[],"['NNP', 'NNP']","['NNP', 'NNP']",[]
আপনি সত্যিই জিতছেন,"['আপনি', 'সত্যিই', 'জিতছেন']","['আপনি', 'জিতছেন']",['সত্যিই'],"['You', 'Truly', 'Win']","['You', 'Win']",['Truly'],"['PRP', 'VBP', 'JJ']","['PRP', 'VBP']",['RB']
আল্লাহ এদের হেদায়েত দান করুক!,"['আল্লাহ', 'এদের', 'হেদায়েত', 'দান', 'করুক']","['আল্লাহ', 'এদের', 'হেদায়েত', 'দান', 'করুক']",[],"['Allah', 'Them', 'Guidance', 'Donation', 'Do']","['Allah', 'Them', 'Guidance', 'Donation', 'Do']",[],"['NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP']",[]
টপ ফ্যান,"['টপ', 'ফ্যান']","['টপ', 'ফ্যান']",[],"['Top', 'Fan']","['Top', 'Fan']",[],"['JJ', 'NN']","['JJ', 'NN']",[]
ইনশাআল্লাহ চেষ্টা করবো,"['ইনশাআল্লাহ', 'চেষ্টা', 'করবো']","['ইনশাআল্লাহ', 'চেষ্টা', 'করবো']",[],"['Insha Allah', 'Attempt', 'I will']","['Insha Allah', 'Attempt', 'I will']",[],"['NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP']",[]
ধন্যবাদ   ঈদ মোবারক,"['ধন্যবাদ', 'ঈদ', 'মোবারক']","['ধন্যবাদ', 'ঈদ', 'মোবারক']",[],"['Thank you', 'Eid', 'Mob']","['Thank you', 'Eid', 'Mob']",[],"['NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP']",[]
ঘোলা বুজা যায় না,"['ঘোলা', 'বুজা', 'যায়', 'না']","['বুজা', 'যায়', 'না']",['ঘোলা'],"['Glowing', 'Booze', 'Go', 'Not']","['Booze', 'Go', 'Not']",['Glowing'],"['VBG', 'NNP', 'NNP', 'RB']","['NNP', 'NNP', 'RB']",['VBG']
আহা বৌদি ,"['আহা', 'বৌদি']",['বৌদি'],['আহা'],"['Ah', 'Buddhist']",['Buddhist'],['Ah'],"['NNP', 'NNP']",['NN'],['NN']
আল্লাহ আপনার প্রতি রহমত দান করুক!!!  আমিন,"['আল্লাহ', 'আপনার', 'প্রতি', 'রহমত', 'দান', 'করুক', 'আমিন']","['আল্লাহ', 'আপনার', 'প্রতি', 'রহমত', 'দান', 'করুক', 'আমিন']",[],"['Allah', 'Yours', 'Toward', 'Mercy', 'Donation', 'Do', 'Amin']","['Allah', 'Yours', 'Toward', 'Mercy', 'Donation', 'Do', 'Amin']",[],"['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']",[]
ময়না,['ময়না'],['ময়না'],[],['Autopsy'],['Autopsy'],[],['NN'],['NN'],[]
কোমেন্টস পড়তে এসেছি৷,"['কোমেন্টস', 'পড়তে', 'এসেছি৷']","['কোমেন্টস', 'পড়তে', 'এসেছি৷']",[],"['Comments', 'Read', 'Come on.']","['Comments', 'Read', 'Come on.']",[],"['NNS', 'VBP', 'NNP']","['NNS', 'VBP', 'NNP']",[]
আকতার উজ জামান মুন্না    ,"['আকতার', 'উজ', 'জামান', 'মুন্না']","['আকতার', 'উজ', 'জামান', 'মুন্না']",[],"['Acrobatical', 'Light', 'Assign', 'Munna']","['Acrobatical', 'Light', 'Assign', 'Munna']",[],"['JJ', 'NNP', 'NNP', 'NNP']","['JJ', 'NNP', 'NNP', 'NNP']",[]
অসাধারণ অভিনয় আপনারআরো ভালো করেন এই প্রত্যাশা।,"['অসাধারণ', 'অভিনয়', 'আপনারআরো', 'ভালো', 'করেন', 'এই', 'প্রত্যাশা']","['অসাধারণ', 'অভিনয়', 'আপনারআরো', 'ভালো', 'করেন', 'এই', 'প্রত্যাশা']",[],"['Extraordinary', 'Acting', 'Your?', 'Good', 'Do', 'This', 'Expectation']","['Extraordinary', 'Acting', 'Your?', 'Good', 'Do', 'This', 'Expectation']",[],"['JJ', 'NNP', 'NNP', 'NNP', 'VBP', 'DT', 'NN']","['JJ', 'NNP', 'NNP', 'NNP', 'VBP', 'DT', 'NN']",[]
কুইন,['কুইন'],['কুইন'],[],['Quin'],['Quin'],[],['NN'],['NN'],[]
অসাধারণ পাওয়া  মধুর সমাপ্তি ,"['অসাধারণ', 'পাওয়া', 'মধুর', 'সমাপ্তি']","['অসাধারণ', 'পাওয়া', 'মধুর', 'সমাপ্তি']",[],"['Extraordinary', 'Find', 'Sweet', 'End']","['Extraordinary', 'Find', 'Sweet', 'End']",[],"['JJ', 'NNP', 'NNP', 'NN']","['JJ', 'NNP', 'NNP', 'NN']",[]
সেটা আপনার মরজিমাফিক।।,"['সেটা', 'আপনার', 'মরজিমাফিক']","['আপনার', 'মরজিমাফিক']",['সেটা'],"['That', 'Yours', 'Marginal']","['Yours', 'Marginal']",['That'],"['DT', 'VBZ', 'NNP']","['NNS', 'NNP']",['DT']
